level,kode_bps,nama_bps,kode_dagri,nama_dagri,parent_kode_bps,periode_merge,fetched_at,province_kode_bps
kabupaten,1209,KAB. SIMALUNGUN,1208,KAB. SIMALUNGUN,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1210,KAB. DAIRI,1211,KAB. DAIRI,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1211,KAB. KARO,1206,KAB. KARO,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1212,KAB. DELI SERDANG,1207,KAB. DELI SERDANG,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1213,KAB. LANGKAT,1205,KAB. LANGKAT,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1214,KAB. NIAS SELATAN,1214,KAB. NIAS SELATAN,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1215,KAB. HUMBANG HASUNDUTAN,1216,KAB. HUMBANG HASUNDUTAN,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1216,KAB. PAKPAK BHARAT,1215,KAB. PAKPAK BHARAT,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1217,KAB. SAMOSIR,1217,KAB. SAMOSIR,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1218,KAB. SERDANG BEDAGAI,1218,KAB. SERDANG BEDAGAI,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1219,KAB. BATU BARA,1219,KAB. BATU BARA,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1220,KAB. PADANG LAWAS UTARA,1220,KAB. PADANG LAWAS UTARA,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1221,KAB. PADANG LAWAS,1221,KAB. PADANG LAWAS,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1222,KAB. LABUHANBATU SELATAN,1222,KAB. LABUHANBATU SELATAN,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1223,KAB. LABUHANBATU UTARA,1223,KAB. LABUHANBATU UTARA,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1224,KAB. NIAS UTARA,1224,KAB. NIAS UTARA,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1225,KAB. NIAS BARAT,1225,KAB. NIAS BARAT,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1271,KOTA SIBOLGA,1273,KOTA SIBOLGA,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1272,KOTA TANJUNG BALAI,1274,KOTA TANJUNG BALAI,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1273,KOTA PEMATANGSIANTAR,1272,KOTA PEMATANGSIANTAR,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1274,KOTA TEBING TINGGI,1276,KOTA TEBING TINGGI,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1275,KOTA MEDAN,1271,KOTA MEDAN,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1276,KOTA BINJAI,1275,KOTA BINJAI,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1277,KOTA PADANG SIDEMPUAN,1277,KOTA PADANG SIDEMPUAN,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1278,KOTA GUNUNGSITOLI,1278,KOTA GUNUNGSITOLI,12,2024_1.2022,2025-09-22T10:10:22+00:00,12
kabupaten,1301,KAB. KEPULAUAN MENTAWAI,1309,KAB. KEPULAUAN MENTAWAI,13,2024_1.2022,2025-09-22T10:10:22+00:00,13
kabupaten,1302,KAB. PESISIR SELATAN,1301,KAB. PESISIR SELATAN,13,2024_1.2022,2025-09-22T10:10:22+00:00,13
kabupaten,1303,KAB. SOLOK,1302,KAB. SOLOK,13,2024_1.2022,2025-09-22T10:10:22+00:00,13
kabupaten,1304,KAB. SIJUNJUNG,1303,KAB. SIJUNJUNG,13,2024_1.2022,2025-09-22T10:10:22+00:00,13
kabupaten,1305,KAB. TANAH DATAR,1304,KAB. TANAH DATAR,13,2024_1.2022,2025-09-22T10:10:22+00:00,13
kabupaten,1306,KAB. PADANG PARIAMAN,1305,KAB. PADANG PARIAMAN,13,2024_1.2022,2025-09-22T10:10:22+00:00,13
kabupaten,1307,KAB. AGAM,1306,KAB. AGAM,13,2024_1.2022,2025-09-22T10:10:22+00:00,13
kabupaten,1308,KAB. LIMA PULUH KOTA,1307,KAB. LIMA PULUH KOTA,13,2024_1.2022,2025-09-22T10:10:22+00:00,13
kabupaten,1309,KAB. PASAMAN,1308,KAB. PASAMAN,13,2024_1.2022,2025-09-22T10:10:22+00:00,13
kabupaten,1310,KAB. SOLOK SELATAN,1311,KAB. SOLOK SELATAN,13,2024_1.2022,2025-09-22T10:10:22+00:00,13
kabupaten,1311,KAB. DHARMASRAYA,1310,KAB. DHARMASRAYA,13,2024_1.2022,2025-09-22T10:10:22+00:00,13
kabupaten,1312,KAB. PASAMAN BARAT,1312,KAB. PASAMAN BARAT,13,2024_1.2022,2025-09-22T10:10:22+00:00,13
kabupaten,1371,KOTA PADANG,1371,KOTA PADANG,13,2024_1.2022,2025-09-22T10:10:22+00:00,13
kabupaten,1372,KOTA SOLOK,1372,KOTA SOLOK,13,2024_1.2022,2025-09-22T10:10:22+00:00,13
kabupaten,1373,KOTA SAWAHLUNTO,1373,KOTA SAWAHLUNTO,13,2024_1.2022,2025-09-22T10:10:22+00:00,13
kabupaten,1374,KOTA PADANG PANJANG,1374,KOTA PADANG PANJANG,13,2024_1.2022,2025-09-22T10:10:22+00:00,13
kabupaten,1375,KOTA BUKITTINGGI,1375,KOTA BUKITTINGGI,13,2024_1.2022,2025-09-22T10:10:22+00:00,13
kabupaten,1376,KOTA PAYAKUMBUH,1376,KOTA PAYAKUMBUH,13,2024_1.2022,2025-09-22T10:10:22+00:00,13
kabupaten,1377,KOTA PARIAMAN,1377,KOTA PARIAMAN,13,2024_1.2022,2025-09-22T10:10:22+00:00,13
kabupaten,1401,KAB. KUANTAN SINGINGI,1409,KAB. KUANTAN SINGINGI,14,2024_1.2022,2025-09-22T10:10:22+00:00,14
kabupaten,1402,KAB. INDRAGIRI HULU,1402,KAB. INDRAGIRI HULU,14,2024_1.2022,2025-09-22T10:10:22+00:00,14
kabupaten,1403,KAB. INDRAGIRI HILIR,1404,KAB. INDRAGIRI HILIR,14,2024_1.2022,2025-09-22T10:10:22+00:00,14
kabupaten,1404,KAB. PELALAWAN,1405,KAB. PELALAWAN,14,2024_1.2022,2025-09-22T10:10:22+00:00,14
kabupaten,1405,KAB. SIAK,1408,KAB. SIAK,14,2024_1.2022,2025-09-22T10:10:22+00:00,14
kabupaten,1406,KAB. KAMPAR,1401,KAB. KAMPAR,14,2024_1.2022,2025-09-22T10:10:22+00:00,14
kabupaten,1407,KAB. ROKAN HULU,1406,KAB. ROKAN HULU,14,2024_1.2022,2025-09-22T10:10:22+00:00,14
kabupaten,1408,KAB. BENGKALIS,1403,KAB. BENGKALIS,14,2024_1.2022,2025-09-22T10:10:22+00:00,14
kabupaten,1409,KAB. ROKAN HILIR,1407,KAB. ROKAN HILIR,14,2024_1.2022,2025-09-22T10:10:22+00:00,14
kabupaten,1410,KAB. KEPULAUAN MERANTI,1410,KAB. KEPULAUAN MERANTI,14,2024_1.2022,2025-09-22T10:10:22+00:00,14
kabupaten,1471,KOTA PEKANBARU,1471,KOTA PEKANBARU,14,2024_1.2022,2025-09-22T10:10:22+00:00,14
kabupaten,1473,KOTA DUMAI,1472,KOTA DUMAI,14,2024_1.2022,2025-09-22T10:10:22+00:00,14
kabupaten,1501,KAB. KERINCI,1501,KAB. KERINCI,15,2024_1.2022,2025-09-22T10:10:22+00:00,15
kabupaten,1502,KAB. MERANGIN,1502,KAB. MERANGIN,15,2024_1.2022,2025-09-22T10:10:22+00:00,15
kabupaten,1503,KAB. SAROLANGUN,1503,KAB. SAROLANGUN,15,2024_1.2022,2025-09-22T10:10:22+00:00,15
kabupaten,1504,KAB. BATANGHARI,1504,KAB. BATANGHARI,15,2024_1.2022,2025-09-22T10:10:22+00:00,15
kabupaten,1505,KAB. MUARO JAMBI,1505,KAB. MUARO JAMBI,15,2024_1.2022,2025-09-22T10:10:22+00:00,15
kabupaten,1506,KAB. TANJUNG JABUNG TIMUR,1507,KAB. TANJUNG JABUNG TIMUR,15,2024_1.2022,2025-09-22T10:10:22+00:00,15
kabupaten,1507,KAB. TANJUNG JABUNG BARAT,1506,KAB. TANJUNG JABUNG BARAT,15,2024_1.2022,2025-09-22T10:10:22+00:00,15
kabupaten,1508,KAB. TEBO,1509,KAB. TEBO,15,2024_1.2022,2025-09-22T10:10:22+00:00,15
kabupaten,1509,KAB. BUNGO,1508,KAB. BUNGO,15,2024_1.2022,2025-09-22T10:10:22+00:00,15
kabupaten,1571,KOTA JAMBI,1571,KOTA JAMBI,15,2024_1.2022,2025-09-22T10:10:22+00:00,15
kabupaten,1572,KOTA SUNGAI PENUH,1572,KOTA SUNGAI PENUH,15,2024_1.2022,2025-09-22T10:10:22+00:00,15
kabupaten,1601,KAB. OGAN KOMERING ULU,1601,KAB. OGAN KOMERING ULU,16,2024_1.2022,2025-09-22T10:10:22+00:00,16
kabupaten,1602,KAB. OGAN KOMERING ILIR,1602,KAB. OGAN KOMERING ILIR,16,2024_1.2022,2025-09-22T10:10:22+00:00,16
kabupaten,1603,KAB. MUARA ENIM,1603,KAB. MUARA ENIM,16,2024_1.2022,2025-09-22T10:10:22+00:00,16
kabupaten,1604,KAB. LAHAT,1604,KAB. LAHAT,16,2024_1.2022,2025-09-22T10:10:22+00:00,16
kabupaten,1605,KAB. MUSI RAWAS,1605,KAB. MUSI RAWAS,16,2024_1.2022,2025-09-22T10:10:22+00:00,16
kabupaten,1606,KAB. MUSI BANYUASIN,1606,KAB. MUSI BANYUASIN,16,2024_1.2022,2025-09-22T10:10:22+00:00,16
kabupaten,1607,KAB. BANYUASIN,1607,KAB. BANYUASIN,16,2024_1.2022,2025-09-22T10:10:22+00:00,16
kabupaten,1608,"KAB. OGAN KOMERING ULU
SELATAN",1609,"KAB. OGAN KOMERING ULU
SELATAN",16,2024_1.2022,2025-09-22T10:10:22+00:00,16
kabupaten,1609,KAB. OGAN KOMERING ULU TIMUR,1608,KAB. OGAN KOMERING ULU TIMUR,16,2024_1.2022,2025-09-22T10:10:22+00:00,16
kabupaten,1610,KAB. OGAN ILIR,1610,KAB. OGAN ILIR,16,2024_1.2022,2025-09-22T10:10:22+00:00,16
kabupaten,1611,KAB. EMPAT LAWANG,1611,KAB. EMPAT LAWANG,16,2024_1.2022,2025-09-22T10:10:22+00:00,16
kabupaten,1612,"KAB. PENUKAL ABAB LEMATANG
ILIR",1612,"KAB. PENUKAL ABAB LEMATANG
ILIR",16,2024_1.2022,2025-09-22T10:10:22+00:00,16
kabupaten,1613,KAB. MUSI RAWAS UTARA,1613,KAB. MUSI RAWAS UTARA,16,2024_1.2022,2025-09-22T10:10:22+00:00,16
kabupaten,1671,KOTA PALEMBANG,1671,KOTA PALEMBANG,16,2024_1.2022,2025-09-22T10:10:22+00:00,16
kabupaten,1672,KOTA PRABUMULIH,1674,KOTA PRABUMULIH,16,2024_1.2022,2025-09-22T10:10:22+00:00,16
kabupaten,1673,KOTA PAGAR ALAM,1672,KOTA PAGAR ALAM,16,2024_1.2022,2025-09-22T10:10:22+00:00,16
kabupaten,1674,KOTA LUBUK LINGGAU,1673,KOTA LUBUK LINGGAU,16,2024_1.2022,2025-09-22T10:10:22+00:00,16
kabupaten,1701,KAB. BENGKULU SELATAN,1701,KAB. BENGKULU SELATAN,17,2024_1.2022,2025-09-22T10:10:22+00:00,17
kabupaten,1702,KAB. REJANG LEBONG,1702,KAB. REJANG LEBONG,17,2024_1.2022,2025-09-22T10:10:22+00:00,17
kabupaten,1703,KAB. BENGKULU UTARA,1703,KAB. BENGKULU UTARA,17,2024_1.2022,2025-09-22T10:10:22+00:00,17
kabupaten,1704,KAB. KAUR,1704,KAB. KAUR,17,2024_1.2022,2025-09-22T10:10:22+00:00,17
kabupaten,1705,KAB. SELUMA,1705,KAB. SELUMA,17,2024_1.2022,2025-09-22T10:10:22+00:00,17
kabupaten,1706,KAB. MUKO MUKO,1706,KAB. MUKO MUKO,17,2024_1.2022,2025-09-22T10:10:22+00:00,17
kabupaten,1707,KAB. LEBONG,1707,KAB. LEBONG,17,2024_1.2022,2025-09-22T10:10:22+00:00,17
kabupaten,1708,KAB. KEPAHIANG,1708,KAB. KEPAHIANG,17,2024_1.2022,2025-09-22T10:10:22+00:00,17
kabupaten,1709,KAB. BENGKULU TENGAH,1709,KAB. BENGKULU TENGAH,17,2024_1.2022,2025-09-22T10:10:22+00:00,17
kabupaten,1771,KOTA BENGKULU,1771,KOTA BENGKULU,17,2024_1.2022,2025-09-22T10:10:22+00:00,17
kabupaten,1801,KAB. LAMPUNG BARAT,1804,KAB. LAMPUNG BARAT,18,2024_1.2022,2025-09-22T10:10:22+00:00,18
kabupaten,1802,KAB. TANGGAMUS,1806,KAB. TANGGAMUS,18,2024_1.2022,2025-09-22T10:10:22+00:00,18
kabupaten,1803,KAB. LAMPUNG SELATAN,1801,KAB. LAMPUNG SELATAN,18,2024_1.2022,2025-09-22T10:10:22+00:00,18
kabupaten,1804,KAB. LAMPUNG TIMUR,1807,KAB. LAMPUNG TIMUR,18,2024_1.2022,2025-09-22T10:10:22+00:00,18
kabupaten,1805,KAB. LAMPUNG TENGAH,1802,KAB. LAMPUNG TENGAH,18,2024_1.2022,2025-09-22T10:10:22+00:00,18
kabupaten,1806,KAB. LAMPUNG UTARA,1803,KAB. LAMPUNG UTARA,18,2024_1.2022,2025-09-22T10:10:22+00:00,18
kabupaten,1807,KAB. WAY KANAN,1808,KAB. WAY KANAN,18,2024_1.2022,2025-09-22T10:10:22+00:00,18
kabupaten,1808,KAB. TULANG BAWANG,1805,KAB. TULANG BAWANG,18,2024_1.2022,2025-09-22T10:10:22+00:00,18
kabupaten,1809,KAB. PESAWARAN,1809,KAB. PESAWARAN,18,2024_1.2022,2025-09-22T10:10:22+00:00,18
kabupaten,1810,KAB. PRINGSEWU,1810,KAB. PRINGSEWU,18,2024_1.2022,2025-09-22T10:10:22+00:00,18
kabupaten,1811,KAB. MESUJI,1811,KAB. MESUJI,18,2024_1.2022,2025-09-22T10:10:22+00:00,18
kabupaten,1812,KAB. TULANG BAWANG BARAT,1812,KAB. TULANG BAWANG BARAT,18,2024_1.2022,2025-09-22T10:10:22+00:00,18
kabupaten,1813,KAB. PESISIR BARAT,1813,KAB. PESISIR BARAT,18,2024_1.2022,2025-09-22T10:10:22+00:00,18
kabupaten,1871,KOTA BANDAR LAMPUNG,1871,KOTA BANDAR LAMPUNG,18,2024_1.2022,2025-09-22T10:10:22+00:00,18
kabupaten,1872,KOTA METRO,1872,KOTA METRO,18,2024_1.2022,2025-09-22T10:10:22+00:00,18
kabupaten,1901,KAB. BANGKA,1901,KAB. BANGKA,19,2024_1.2022,2025-09-22T10:10:22+00:00,19
kabupaten,1902,KAB. BELITUNG,1902,KAB. BELITUNG,19,2024_1.2022,2025-09-22T10:10:22+00:00,19
kabupaten,1903,KAB. BANGKA BARAT,1905,KAB. BANGKA BARAT,19,2024_1.2022,2025-09-22T10:10:22+00:00,19
kabupaten,1904,KAB. BANGKA TENGAH,1904,KAB. BANGKA TENGAH,19,2024_1.2022,2025-09-22T10:10:22+00:00,19
kabupaten,1905,KAB. BANGKA SELATAN,1903,KAB. BANGKA SELATAN,19,2024_1.2022,2025-09-22T10:10:22+00:00,19
kabupaten,1906,KAB. BELITUNG TIMUR,1906,KAB. BELITUNG TIMUR,19,2024_1.2022,2025-09-22T10:10:22+00:00,19
kabupaten,1971,KOTA PANGKAL PINANG,1971,KOTA PANGKAL PINANG,19,2024_1.2022,2025-09-22T10:10:22+00:00,19
kabupaten,2101,KAB. KARIMUN,2102,KAB. KARIMUN,21,2024_1.2022,2025-09-22T10:10:22+00:00,21
kabupaten,2102,KAB. BINTAN,2101,KAB. BINTAN,21,2024_1.2022,2025-09-22T10:10:22+00:00,21
kabupaten,2103,KAB. NATUNA,2103,KAB. NATUNA,21,2024_1.2022,2025-09-22T10:10:22+00:00,21
kabupaten,2104,KAB. LINGGA,2104,KAB. LINGGA,21,2024_1.2022,2025-09-22T10:10:22+00:00,21
kabupaten,2105,KAB. KEPULAUAN ANAMBAS,2105,KAB. KEPULAUAN ANAMBAS,21,2024_1.2022,2025-09-22T10:10:22+00:00,21
kabupaten,2171,KOTA BATAM,2171,KOTA BATAM,21,2024_1.2022,2025-09-22T10:10:22+00:00,21
kabupaten,2172,KOTA TANJUNG PINANG,2172,KOTA TANJUNG PINANG,21,2024_1.2022,2025-09-22T10:10:22+00:00,21
kabupaten,3101,KAB. ADM. KEP. SERIBU,3101,KAB. ADM. KEP. SERIBU,31,2024_1.2022,2025-09-22T10:10:22+00:00,31
kabupaten,3171,KOTA ADM. JAKARTA SELATAN,3174,KOTA ADM. JAKARTA SELATAN,31,2024_1.2022,2025-09-22T10:10:22+00:00,31
kabupaten,3172,KOTA ADM. JAKARTA TIMUR,3175,KOTA ADM. JAKARTA TIMUR,31,2024_1.2022,2025-09-22T10:10:22+00:00,31
kabupaten,3173,KOTA ADM. JAKARTA PUSAT,3171,KOTA ADM. JAKARTA PUSAT,31,2024_1.2022,2025-09-22T10:10:22+00:00,31
kabupaten,3174,KOTA ADM. JAKARTA BARAT,3173,KOTA ADM. JAKARTA BARAT,31,2024_1.2022,2025-09-22T10:10:22+00:00,31
kabupaten,3175,KOTA ADM. JAKARTA UTARA,3172,KOTA ADM. JAKARTA UTARA,31,2024_1.2022,2025-09-22T10:10:22+00:00,31
kabupaten,3201,KAB. BOGOR,3201,KAB. BOGOR,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3202,KAB. SUKABUMI,3202,KAB. SUKABUMI,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3203,KAB. CIANJUR,3203,KAB. CIANJUR,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3204,KAB. BANDUNG,3204,KAB. BANDUNG,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3205,KAB. GARUT,3205,KAB. GARUT,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3206,KAB. TASIKMALAYA,3206,KAB. TASIKMALAYA,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3207,KAB. CIAMIS,3207,KAB. CIAMIS,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3208,KAB. KUNINGAN,3208,KAB. KUNINGAN,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3209,KAB. CIREBON,3209,KAB. CIREBON,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3210,KAB. MAJALENGKA,3210,KAB. MAJALENGKA,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3211,KAB. SUMEDANG,3211,KAB. SUMEDANG,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3212,KAB. INDRAMAYU,3212,KAB. INDRAMAYU,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3213,KAB. SUBANG,3213,KAB. SUBANG,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3214,KAB. PURWAKARTA,3214,KAB. PURWAKARTA,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3215,KAB. KARAWANG,3215,KAB. KARAWANG,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3216,KAB. BEKASI,3216,KAB. BEKASI,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3217,KAB. BANDUNG BARAT,3217,KAB. BANDUNG BARAT,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3218,KAB. PANGANDARAN,3218,KAB. PANGANDARAN,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3271,KOTA BOGOR,3271,KOTA BOGOR,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3272,KOTA SUKABUMI,3272,KOTA SUKABUMI,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3273,KOTA BANDUNG,3273,KOTA BANDUNG,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3274,KOTA CIREBON,3274,KOTA CIREBON,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3275,KOTA BEKASI,3275,KOTA BEKASI,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3276,KOTA DEPOK,3276,KOTA DEPOK,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3277,KOTA CIMAHI,3277,KOTA CIMAHI,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3278,KOTA TASIKMALAYA,3278,KOTA TASIKMALAYA,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3279,KOTA BANJAR,3279,KOTA BANJAR,32,2024_1.2022,2025-09-22T10:10:22+00:00,32
kabupaten,3301,KAB. CILACAP,3301,KAB. CILACAP,33,2024_1.2022,2025-09-22T10:10:22+00:00,33
kabupaten,3302,KAB. BANYUMAS,3302,KAB. BANYUMAS,33,2024_1.2022,2025-09-22T10:10:22+00:00,33
kabupaten,3303,KAB. PURBALINGGA,3303,KAB. PURBALINGGA,33,2024_1.2022,2025-09-22T10:10:22+00:00,33
kabupaten,3304,KAB. BANJARNEGARA,3304,KAB. BANJARNEGARA,33,2024_1.2022,2025-09-22T10:10:22+00:00,33
kabupaten,3305,KAB. KEBUMEN,3305,KAB. KEBUMEN,33,2024_1.2022,2025-09-22T10:10:22+00:00,33
kabupaten,3306,KAB. PURWOREJO,3306,KAB. PURWOREJO,33,2024_1.2022,2025-09-22T10:10:22+00:00,33
kabupaten,3307,KAB. WONOSOBO,3307,KAB. WONOSOBO,33,2024_1.2022,2025-09-22T10:10:22+00:00,33
kabupaten,3308,KAB. MAGELANG,3308,KAB. MAGELANG,33,2024_1.2022,2025-09-22T10:10:22+00:00,33
kabupaten,3309,KAB. BOYOLALI,3309,KAB. BOYOLALI,33,2024_1.2022,2025-09-22T10:10:22+00:00,33
kabupaten,3310,KAB. KLATEN,3310,KAB. KLATEN,33,2024_1.2022,2025-09-22T10:10:22+00:00,33
kabupaten,3311,KAB. SUKOHARJO,3311,KAB. SUKOHARJO,33,2024_1.2022,2025-09-22T10:10:22+00:00,33
kabupaten,3312,KAB. WONOGIRI,3312,KAB. WONOGIRI,33,2024_1.2022,2025-09-22T10:10:22+00:00,33
kabupaten,3313,KAB. KARANGANYAR,3313,KAB. KARANGANYAR,33,2024_1.2022,2025-09-22T10:10:22+00:00,33
kabupaten,3314,KAB. SRAGEN,3314,KAB. SRAGEN,33,2024_1.2022,2025-09-22T10:10:22+00:00,33
kabupaten,3315,KAB. GROBOGAN,3315,KAB. GROBOGAN,33,2024_1.2022,2025-09-22T10:10:22+00:00,33
kabupaten,3316,KAB. BLORA,3316,KAB. BLORA,33,2024_1.2022,2025-09-22T10:10:22+00:00,33
kabupaten,3317,KAB. REMBANG,3317,KAB. REMBANG,33,2024_1.2022,2025-09-22T10:10:22+00:00,33
